"STATISTIC","Statistic Label","TLIST(M1)","Month","C02583V03135","NACE Group","UNIT","VALUE"
"RSM07","Turnover generated by Online Sales","202208","2022 August","X1340","Retail sale of food (4711,4721 to 4729)","%","2.7"
"RSM07","Turnover generated by Online Sales","202208","2022 August","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","10.2"
"RSM07","Turnover generated by Online Sales","202208","2022 August","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","6.1"
"RSM07","Turnover generated by Online Sales","202208","2022 August","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","7.7"
"RSM07","Turnover generated by Online Sales","202208","2022 August","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","9.2"
"RSM07","Turnover generated by Online Sales","202208","2022 August","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","9.9"
"RSM07","Turnover generated by Online Sales","202208","2022 August","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","17.7"
"RSM07","Turnover generated by Online Sales","202208","2022 August","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","7.1"
"RSM07","Turnover generated by Online Sales","202208","2022 August","X1411","Online or Mail Order","%","84.1"
"RSM07","Turnover generated by Online Sales","202208","2022 August","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202208","2022 August","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202209","2022 September","45","Motor trades (45)","%","1.8"
"RSM07","Turnover generated by Online Sales","202209","2022 September","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.5"
"RSM07","Turnover generated by Online Sales","202209","2022 September","4719","Department stores (4719)","%","8.8"
"RSM07","Turnover generated by Online Sales","202209","2022 September","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202209","2022 September","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202209","2022 September","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202209","2022 September","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202209","2022 September","V3970","All retail businesses","%","5.3"
"RSM07","Turnover generated by Online Sales","202209","2022 September","X1320","All retail businesses, excluding motor trades","%","6.8"
"RSM07","Turnover generated by Online Sales","202209","2022 September","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7.2"
"RSM07","Turnover generated by Online Sales","202209","2022 September","X1340","Retail sale of food (4711,4721 to 4729)","%","3"
"RSM07","Turnover generated by Online Sales","202209","2022 September","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","10.6"
"RSM07","Turnover generated by Online Sales","202209","2022 September","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","7"
"RSM07","Turnover generated by Online Sales","202209","2022 September","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","11.6"
"RSM07","Turnover generated by Online Sales","202209","2022 September","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","11.1"
"RSM07","Turnover generated by Online Sales","202209","2022 September","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","8.6"
"RSM07","Turnover generated by Online Sales","202209","2022 September","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","16.2"
"RSM07","Turnover generated by Online Sales","202209","2022 September","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","5.5"
"RSM07","Turnover generated by Online Sales","202209","2022 September","X1411","Online or Mail Order","%","83.9"
"RSM07","Turnover generated by Online Sales","202209","2022 September","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202209","2022 September","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202210","2022 October","45","Motor trades (45)","%","1"
"RSM07","Turnover generated by Online Sales","202210","2022 October","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.7"
"RSM07","Turnover generated by Online Sales","202210","2022 October","4719","Department stores (4719)","%","8"
"RSM07","Turnover generated by Online Sales","202210","2022 October","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202210","2022 October","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202210","2022 October","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202210","2022 October","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202210","2022 October","V3970","All retail businesses","%","4.6"
"RSM07","Turnover generated by Online Sales","202210","2022 October","X1320","All retail businesses, excluding motor trades","%","6.1"
"RSM07","Turnover generated by Online Sales","202210","2022 October","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","6.4"
"RSM07","Turnover generated by Online Sales","202210","2022 October","X1340","Retail sale of food (4711,4721 to 4729)","%","3"
"RSM07","Turnover generated by Online Sales","202210","2022 October","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","9.1"
"RSM07","Turnover generated by Online Sales","202210","2022 October","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","6"
"RSM07","Turnover generated by Online Sales","202210","2022 October","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","6.7"
"RSM07","Turnover generated by Online Sales","202210","2022 October","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","9.2"
"RSM07","Turnover generated by Online Sales","202210","2022 October","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","6.9"
"RSM07","Turnover generated by Online Sales","202210","2022 October","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","17.6"
"RSM07","Turnover generated by Online Sales","202210","2022 October","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","7.4"
"RSM07","Turnover generated by Online Sales","202210","2022 October","X1411","Online or Mail Order","%","88.2"
"RSM07","Turnover generated by Online Sales","202210","2022 October","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202210","2022 October","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202211","2022 November","45","Motor trades (45)","%","1.3"
"RSM07","Turnover generated by Online Sales","202211","2022 November","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","3.2"
"RSM07","Turnover generated by Online Sales","202211","2022 November","4719","Department stores (4719)","%","10.8"
"RSM07","Turnover generated by Online Sales","202211","2022 November","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202211","2022 November","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202211","2022 November","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202211","2022 November","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202211","2022 November","V3970","All retail businesses","%","6.3"
"RSM07","Turnover generated by Online Sales","202211","2022 November","X1320","All retail businesses, excluding motor trades","%","8.4"
"RSM07","Turnover generated by Online Sales","202211","2022 November","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","8.7"
"RSM07","Turnover generated by Online Sales","202211","2022 November","X1340","Retail sale of food (4711,4721 to 4729)","%","4.1"
"RSM07","Turnover generated by Online Sales","202211","2022 November","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","12.5"
"RSM07","Turnover generated by Online Sales","202211","2022 November","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","10.7"
"RSM07","Turnover generated by Online Sales","202211","2022 November","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","12.8"
"RSM07","Turnover generated by Online Sales","202211","2022 November","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","17.1"
"RSM07","Turnover generated by Online Sales","202211","2022 November","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","13"
"RSM07","Turnover generated by Online Sales","202211","2022 November","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","17.8"
"RSM07","Turnover generated by Online Sales","202211","2022 November","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","7.6"
"RSM07","Turnover generated by Online Sales","202211","2022 November","X1411","Online or Mail Order","%","84.4"
"RSM07","Turnover generated by Online Sales","202211","2022 November","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202211","2022 November","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202212","2022 December","45","Motor trades (45)","%","4.2"
"RSM07","Turnover generated by Online Sales","202212","2022 December","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.5"
"RSM07","Turnover generated by Online Sales","202212","2022 December","4719","Department stores (4719)","%","8.3"
"RSM07","Turnover generated by Online Sales","202212","2022 December","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202212","2022 December","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202212","2022 December","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202212","2022 December","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202212","2022 December","V3970","All retail businesses","%","6.3"
"RSM07","Turnover generated by Online Sales","202212","2022 December","X1320","All retail businesses, excluding motor trades","%","7.2"
"RSM07","Turnover generated by Online Sales","202212","2022 December","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7.7"
"RSM07","Turnover generated by Online Sales","202212","2022 December","X1340","Retail sale of food (4711,4721 to 4729)","%","3.2"
"RSM07","Turnover generated by Online Sales","202212","2022 December","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","11.4"
"RSM07","Turnover generated by Online Sales","202212","2022 December","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","9.3"
"RSM07","Turnover generated by Online Sales","202212","2022 December","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","11.1"
"RSM07","Turnover generated by Online Sales","202212","2022 December","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","12.6"
"RSM07","Turnover generated by Online Sales","202212","2022 December","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","10"
"RSM07","Turnover generated by Online Sales","202212","2022 December","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","18.7"
"RSM07","Turnover generated by Online Sales","202212","2022 December","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","9"
"RSM07","Turnover generated by Online Sales","202212","2022 December","X1411","Online or Mail Order","%","86.2"
"RSM07","Turnover generated by Online Sales","202212","2022 December","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202212","2022 December","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202301","2023 January","45","Motor trades (45)","%","1.7"
"RSM07","Turnover generated by Online Sales","202301","2023 January","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","3.3"
"RSM07","Turnover generated by Online Sales","202301","2023 January","4719","Department stores (4719)","%","8.2"
"RSM07","Turnover generated by Online Sales","202301","2023 January","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202301","2023 January","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202301","2023 January","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202301","2023 January","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202301","2023 January","V3970","All retail businesses","%","5.4"
"RSM07","Turnover generated by Online Sales","202301","2023 January","X1320","All retail businesses, excluding motor trades","%","7"
"RSM07","Turnover generated by Online Sales","202301","2023 January","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7.4"
"RSM07","Turnover generated by Online Sales","202301","2023 January","X1340","Retail sale of food (4711,4721 to 4729)","%","3.9"
"RSM07","Turnover generated by Online Sales","202301","2023 January","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","10.3"
"RSM07","Turnover generated by Online Sales","202301","2023 January","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","8.3"
"RSM07","Turnover generated by Online Sales","202301","2023 January","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","9"
"RSM07","Turnover generated by Online Sales","202301","2023 January","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","10.4"
"RSM07","Turnover generated by Online Sales","202301","2023 January","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","10.4"
"RSM07","Turnover generated by Online Sales","202301","2023 January","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","17.9"
"RSM07","Turnover generated by Online Sales","202301","2023 January","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","8.2"
"RSM07","Turnover generated by Online Sales","202301","2023 January","X1411","Online or Mail Order","%","83.6"
"RSM07","Turnover generated by Online Sales","202301","2023 January","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202301","2023 January","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202302","2023 February","45","Motor trades (45)","%","1.3"
"RSM07","Turnover generated by Online Sales","202302","2023 February","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.8"
"RSM07","Turnover generated by Online Sales","202302","2023 February","4719","Department stores (4719)","%","5.5"
"RSM07","Turnover generated by Online Sales","202302","2023 February","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202302","2023 February","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202302","2023 February","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202302","2023 February","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202302","2023 February","V3970","All retail businesses","%","5.2"
"RSM07","Turnover generated by Online Sales","202302","2023 February","X1320","All retail businesses, excluding motor trades","%","6.8"
"RSM07","Turnover generated by Online Sales","202302","2023 February","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7.3"
"RSM07","Turnover generated by Online Sales","202302","2023 February","X1340","Retail sale of food (4711,4721 to 4729)","%","3.5"
"RSM07","Turnover generated by Online Sales","202302","2023 February","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","10.4"
"RSM07","Turnover generated by Online Sales","202302","2023 February","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","9.1"
"RSM07","Turnover generated by Online Sales","202302","2023 February","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","11.8"
"RSM07","Turnover generated by Online Sales","202302","2023 February","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","11.1"
"RSM07","Turnover generated by Online Sales","202302","2023 February","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","8"
"RSM07","Turnover generated by Online Sales","202302","2023 February","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","18.2"
"RSM07","Turnover generated by Online Sales","202302","2023 February","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","8.4"
"RSM07","Turnover generated by Online Sales","202302","2023 February","X1411","Online or Mail Order","%","84.3"
"RSM07","Turnover generated by Online Sales","202302","2023 February","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202302","2023 February","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202303","2023 March","45","Motor trades (45)","%","2"
"RSM07","Turnover generated by Online Sales","202303","2023 March","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","4.1"
"RSM07","Turnover generated by Online Sales","202303","2023 March","4719","Department stores (4719)","%","9.3"
"RSM07","Turnover generated by Online Sales","202303","2023 March","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202303","2023 March","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202303","2023 March","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202303","2023 March","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202303","2023 March","V3970","All retail businesses","%","5.8"
"RSM07","Turnover generated by Online Sales","202303","2023 March","X1320","All retail businesses, excluding motor trades","%","7.4"
"RSM07","Turnover generated by Online Sales","202303","2023 March","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","8"
"RSM07","Turnover generated by Online Sales","202303","2023 March","X1340","Retail sale of food (4711,4721 to 4729)","%","4.2"
"RSM07","Turnover generated by Online Sales","202303","2023 March","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","11.1"
"RSM07","Turnover generated by Online Sales","202303","2023 March","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","5.3"
"RSM07","Turnover generated by Online Sales","202303","2023 March","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","13.1"
"RSM07","Turnover generated by Online Sales","202303","2023 March","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","13.8"
"RSM07","Turnover generated by Online Sales","202303","2023 March","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","8.8"
"RSM07","Turnover generated by Online Sales","202303","2023 March","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","17.4"
"RSM07","Turnover generated by Online Sales","202303","2023 March","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","7.8"
"RSM07","Turnover generated by Online Sales","202303","2023 March","X1411","Online or Mail Order","%","83.3"
"RSM07","Turnover generated by Online Sales","202303","2023 March","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202303","2023 March","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202304","2023 April","45","Motor trades (45)","%","1.5"
"RSM07","Turnover generated by Online Sales","202304","2023 April","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.3"
"RSM07","Turnover generated by Online Sales","202304","2023 April","4719","Department stores (4719)","%","6"
"RSM07","Turnover generated by Online Sales","202304","2023 April","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202304","2023 April","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202304","2023 April","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202304","2023 April","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202304","2023 April","V3970","All retail businesses","%","5.1"
"RSM07","Turnover generated by Online Sales","202304","2023 April","X1320","All retail businesses, excluding motor trades","%","6.6"
"RSM07","Turnover generated by Online Sales","202304","2023 April","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7.3"
"RSM07","Turnover generated by Online Sales","202304","2023 April","X1340","Retail sale of food (4711,4721 to 4729)","%","3.3"
"RSM07","Turnover generated by Online Sales","202304","2023 April","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","10.6"
"RSM07","Turnover generated by Online Sales","202304","2023 April","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","11.2"
"RSM07","Turnover generated by Online Sales","202304","2023 April","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","11.1"
"RSM07","Turnover generated by Online Sales","202304","2023 April","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","11.6"
"RSM07","Turnover generated by Online Sales","202304","2023 April","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","12.2"
"RSM07","Turnover generated by Online Sales","202304","2023 April","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","17.3"
"RSM07","Turnover generated by Online Sales","202304","2023 April","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","7.7"
"RSM07","Turnover generated by Online Sales","202304","2023 April","X1411","Online or Mail Order","%","83.7"
"RSM07","Turnover generated by Online Sales","202304","2023 April","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202304","2023 April","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202305","2023 May","45","Motor trades (45)","%","1.5"
"RSM07","Turnover generated by Online Sales","202305","2023 May","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.3"
"RSM07","Turnover generated by Online Sales","202305","2023 May","4719","Department stores (4719)","%","6.1"
"RSM07","Turnover generated by Online Sales","202305","2023 May","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202305","2023 May","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202305","2023 May","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202305","2023 May","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202305","2023 May","V3970","All retail businesses","%","5.2"
"RSM07","Turnover generated by Online Sales","202305","2023 May","X1320","All retail businesses, excluding motor trades","%","6.7"
"RSM07","Turnover generated by Online Sales","202305","2023 May","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7.4"
"RSM07","Turnover generated by Online Sales","202305","2023 May","X1340","Retail sale of food (4711,4721 to 4729)","%","2.9"
"RSM07","Turnover generated by Online Sales","202305","2023 May","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","11.1"
"RSM07","Turnover generated by Online Sales","202305","2023 May","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","7.4"
"RSM07","Turnover generated by Online Sales","202305","2023 May","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","13.1"
"RSM07","Turnover generated by Online Sales","202305","2023 May","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","13.9"
"RSM07","Turnover generated by Online Sales","202305","2023 May","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","11.7"
"RSM07","Turnover generated by Online Sales","202305","2023 May","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","17.9"
"RSM07","Turnover generated by Online Sales","202305","2023 May","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","8.3"
"RSM07","Turnover generated by Online Sales","202305","2023 May","X1411","Online or Mail Order","%","83.3"
"RSM07","Turnover generated by Online Sales","202305","2023 May","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202305","2023 May","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202306","2023 June","45","Motor trades (45)","%","1.3"
"RSM07","Turnover generated by Online Sales","202306","2023 June","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.3"
"RSM07","Turnover generated by Online Sales","202306","2023 June","4719","Department stores (4719)","%","7.2"
"RSM07","Turnover generated by Online Sales","202306","2023 June","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202306","2023 June","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202306","2023 June","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202306","2023 June","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202306","2023 June","V3970","All retail businesses","%","5.8"
"RSM07","Turnover generated by Online Sales","202306","2023 June","X1320","All retail businesses, excluding motor trades","%","7.6"
"RSM07","Turnover generated by Online Sales","202306","2023 June","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","8.3"
"RSM07","Turnover generated by Online Sales","202306","2023 June","X1340","Retail sale of food (4711,4721 to 4729)","%","2.7"
"RSM07","Turnover generated by Online Sales","202306","2023 June","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","12.8"
"RSM07","Turnover generated by Online Sales","202306","2023 June","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","5.8"
"RSM07","Turnover generated by Online Sales","202306","2023 June","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","10.5"
"RSM07","Turnover generated by Online Sales","202306","2023 June","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","14.7"
"RSM07","Turnover generated by Online Sales","202306","2023 June","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","18.8"
"RSM07","Turnover generated by Online Sales","202306","2023 June","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","19.9"
"RSM07","Turnover generated by Online Sales","202306","2023 June","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","10.1"
"RSM07","Turnover generated by Online Sales","202306","2023 June","X1411","Online or Mail Order","%","87.6"
"RSM07","Turnover generated by Online Sales","202306","2023 June","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202306","2023 June","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202307","2023 July","45","Motor trades (45)","%","1.1"
"RSM07","Turnover generated by Online Sales","202307","2023 July","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.6"
"RSM07","Turnover generated by Online Sales","202307","2023 July","4719","Department stores (4719)","%","6.5"
"RSM07","Turnover generated by Online Sales","202307","2023 July","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202307","2023 July","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202307","2023 July","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202307","2023 July","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202307","2023 July","V3970","All retail businesses","%","4.8"
"RSM07","Turnover generated by Online Sales","202307","2023 July","X1320","All retail businesses, excluding motor trades","%","6.3"
"RSM07","Turnover generated by Online Sales","202307","2023 July","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7"
"RSM07","Turnover generated by Online Sales","202307","2023 July","X1340","Retail sale of food (4711,4721 to 4729)","%","2.9"
"RSM07","Turnover generated by Online Sales","202307","2023 July","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","10.2"
"RSM07","Turnover generated by Online Sales","202307","2023 July","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","5.6"
"RSM07","Turnover generated by Online Sales","202307","2023 July","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","12.5"
"RSM07","Turnover generated by Online Sales","202307","2023 July","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","13.8"
"RSM07","Turnover generated by Online Sales","202307","2023 July","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","7.8"
"RSM07","Turnover generated by Online Sales","202307","2023 July","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","16.8"
